measurementTime: 2 secs
# JMH 1.10.3 (released 30 days ago)
# VM version: JDK 1.8.0_51, VM 25.51-b03
# VM invoker: /opt/jdk1.8.0_51/jre/bin/java
# VM options: -XX:MaxInlineSize=400 -Xmx1g -Didea.launcher.port=7561 -Didea.launcher.bin.path=/opt/idea-IU-142.3371.3/bin -Dfile.encoding=UTF-8
# Warmup: 5 iterations, 1 s each
# Measurement: 5 iterations, 2 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Sampling time
# Benchmark: net.openhft.chronicle.wire.benchmarks.Main.twire8bit

# Run progress: 0.00% complete, ETA 00:02:30
# Fork: 1 of 10
# Warmup Iteration   1: n = 8503, mean = 116384 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 14160, 31488, 63334, 117862, 425431, 19035587, 40173568, 40173568 ns/op
# Warmup Iteration   2: n = 18700, mean = 28441 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3060, 3348, 6592, 12752, 13104, 7099605, 39671392, 63963136 ns/op
# Warmup Iteration   3: n = 18212, mean = 3655 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3076, 3172, 3228, 3264, 3412, 5613, 1545926, 8585216 ns/op
# Warmup Iteration   4: n = 19270, mean = 3997 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3092, 3168, 3192, 3200, 3252, 5014, 1173078, 16007168 ns/op
# Warmup Iteration   5: n = 18429, mean = 3974 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3092, 3168, 3196, 3208, 3240, 5188, 2343829, 14860288 ns/op
# Warmup Iteration   4: n = 19072, mean = 3208 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3180, 3204, 3216, 3216, 3232, 5207, 9411, 11008 ns/op
# Warmup Iteration   5: n = 17976, mean = 3209 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3180, 3204, 3216, 3216, 3264, 3425, 17738, 39104 ns/op
Iteration   1: n = 38844, mean = 3575 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3172, 3204, 3216, 3216, 3220, 3455, 8506, 14336000 ns/op
Iteration   2: n = 37101, mean = 3424 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3176, 3204, 3216, 3216, 3220, 5045, 8266, 8077312 ns/op
Iteration   3: n = 39252, mean = 3208 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3172, 3204, 3216, 3216, 3276, 3552, 8452, 36160 ns/op
Iteration   4: n = 39254, mean = 3207 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3180, 3204, 3216, 3216, 3280, 3443, 5787, 11520 ns/op
Iteration   5: n = 39253, mean = 3206 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3180, 3204, 3216, 3216, 3268, 3376, 5431, 6080 ns/op

# Run progress: 30.00% complete, ETA 00:01:55
# Fork: 4 of 10
# Warmup Iteration   1: n = 8805, mean = 110248 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 11776, 31552, 79923, 123187, 406979, 16128213, 44498944, 44498944 ns/op
# Warmup Iteration   2: n = 23530, mean = 25046 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3328, 3448, 6120, 8208, 9056, 1009421, 41217019, 44105728 ns/op
# Warmup Iteration   3: n = 27078, mean = 5672 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3216, 3316, 3372, 3424, 3480, 5559, 17170109, 24018944 ns/op
# Warmup Iteration   4: n = 18829, mean = 3289 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3192, 3276, 3292, 3296, 3304, 5500, 24321, 131072 ns/op
# Warmup Iteration   5: n = 18584, mean = 3278 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3196, 3276, 3292, 3296, 3308, 5309, 7884, 8736 ns/op
Iteration   1: n = 38492, mean = 3277 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3188, 3276, 3292, 3296, 3304, 5120, 6353, 9456 ns/op
Iteration   2: n = 38413, mean = 3277 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3200, 3276, 3292, 3296, 3304, 3655, 6655, 9216 ns/op
Iteration   3: n = 38634, mean = 3278 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3188, 3276, 3292, 3296, 3308, 3614, 6159, 41344 ns/op
Iteration   4: n = 38681, mean = 3278 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3188, 3276, 3292, 3296, 3340, 3824, 6909, 8272 ns/op
Iteration   5: n = 37698, mean = 3702 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3180, 3276, 3292, 3296, 3304, 5154, 6427, 16007168 ns/op

# Run progress: 40.00% complete, ETA 00:01:39
# Fork: 5 of 10
# Warmup Iteration   1: n = 7784, mean = 126880 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 19424, 35776, 85632, 129792, 445594, 18371543, 42532864, 42532864 ns/op
# Warmup Iteration   2: n = 21976, mean = 22315 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3144, 3264, 7136, 8176, 10804, 235817, 35733091, 56033280 ns/op
# Warmup Iteration   3: n = 25581, mean = 4012 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3116, 3140, 3636, 3652, 3688, 5914, 1056983, 16007168 ns/op
# Warmup Iteration   4: n = 19374, mean = 3161 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3112, 3148, 3156, 3160, 3172, 5093, 24674, 141824 ns/op
# Warmup Iteration   5: n = 19380, mean = 3152 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3108, 3152, 3156, 3160, 3172, 3337, 6032, 9184 ns/op
Iteration   1: n = 39603, mean = 3155 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3108, 3152, 3160, 3160, 3172, 3440, 7440, 8880 ns/op
Iteration   2: n = 39311, mean = 3154 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3128, 3148, 3160, 3160, 3200, 3552, 8539, 11568 ns/op
Iteration   3: n = 37428, mean = 3152 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 2844, 3152, 3156, 3160, 3168, 3507, 5598, 12944 ns/op
Iteration   4: n = 20022, mean = 3155 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3108, 3152, 3156, 3160, 3172, 5191, 9965, 11056 ns/op
Iteration   5: n = 20027, mean = 3153 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3128, 3152, 3156, 3164, 3172, 5038, 6600, 8528 ns/op

# Run progress: 50.00% complete, ETA 00:01:22
# Fork: 6 of 10
# Warmup Iteration   1: n = 7642, mean = 129675 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 19424, 35456, 88666, 115693, 440832, 19009831, 29491200, 29491200 ns/op
# Warmup Iteration   2: n = 25342, mean = 18733 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3248, 3352, 5528, 7911, 9833, 69672, 41294260, 60030976 ns/op
# Warmup Iteration   3: n = 29126, mean = 4558 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3140, 3164, 3188, 3324, 3404, 5176, 1425289, 24018944 ns/op
# Warmup Iteration   4: n = 19229, mean = 3171 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3136, 3164, 3180, 3184, 3228, 5174, 8299, 8432 ns/op
# Warmup Iteration   5: n = 19321, mean = 3168 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3132, 3164, 3184, 3188, 3192, 3360, 5736, 5848 ns/op
Iteration   1: n = 39748, mean = 3170 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 2912, 3164, 3184, 3188, 3232, 3536, 8734, 35776 ns/op
Iteration   2: n = 38890, mean = 3172 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3136, 3164, 3184, 3184, 3192, 5003, 8615, 97664 ns/op
Iteration   3: n = 37812, mean = 3170 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3136, 3164, 3184, 3188, 3236, 3438, 5722, 11904 ns/op
Iteration   4: n = 39744, mean = 3169 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3120, 3164, 3184, 3184, 3224, 3377, 6019, 10304 ns/op
Iteration   5: n = 39740, mean = 3169 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3136, 3164, 3184, 3188, 3228, 4859, 5932, 8672 ns/op

# Run progress: 60.00% complete, ETA 00:01:05
# Fork: 7 of 10
# Warmup Iteration   1: n = 7439, mean = 133713 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 20288, 38272, 87552, 118784, 406323, 22356951, 39976960, 39976960 ns/op
# Warmup Iteration   2: n = 20124, mean = 24629 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3240, 3360, 9232, 13696, 16336, 2873344, 31964365, 40042496 ns/op
# Warmup Iteration   3: n = 25704, mean = 7390 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3136, 3220, 3352, 3396, 3460, 5538, 21719564, 28672000 ns/op
# Warmup Iteration   4: n = 18790, mean = 3276 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3196, 3272, 3292, 3296, 3316, 5162, 6103, 6560 ns/op
# Warmup Iteration   5: n = 18339, mean = 3279 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3192, 3276, 3296, 3304, 3316, 3649, 9365, 9472 ns/op
Iteration   1: n = 38659, mean = 3273 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3180, 3272, 3288, 3296, 3316, 3495, 6146, 10400 ns/op
Iteration   2: n = 39190, mean = 3275 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3188, 3272, 3288, 3296, 3316, 3495, 8442, 10976 ns/op
Iteration   3: n = 39191, mean = 3275 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3168, 3272, 3288, 3296, 3316, 4771, 6528, 35968 ns/op
Iteration   4: n = 39036, mean = 3273 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3180, 3272, 3288, 3296, 3316, 3444, 5656, 11840 ns/op
Iteration   5: n = 39036, mean = 3274 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3192, 3272, 3288, 3296, 3312, 3460, 5492, 5832 ns/op

# Run progress: 70.00% complete, ETA 00:00:49
# Fork: 8 of 10
# Warmup Iteration   1: n = 8583, mean = 113571 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 10784, 25792, 79770, 115200, 417362, 18032886, 32440320, 32440320 ns/op
# Warmup Iteration   2: n = 24077, mean = 21089 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3240, 3360, 4432, 9312, 10288, 226653, 34439987, 68026368 ns/op
# Warmup Iteration   3: n = 25693, mean = 6079 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3196, 3276, 3372, 3428, 3488, 5431, 19203061, 32014336 ns/op
# Warmup Iteration   4: n = 18822, mean = 4303 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3188, 3280, 3300, 3308, 3316, 5308, 8447078, 11157504 ns/op
# Warmup Iteration   5: n = 18517, mean = 3284 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3200, 3284, 3304, 3308, 3316, 3548, 9356, 13104 ns/op
Iteration   1: n = 38494, mean = 3274 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3192, 3276, 3292, 3300, 3308, 3430, 8993, 11664 ns/op
Iteration   2: n = 37928, mean = 3277 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3184, 3280, 3300, 3304, 3336, 3537, 7330, 14656 ns/op
Iteration   3: n = 38321, mean = 3275 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3192, 3280, 3296, 3300, 3316, 3439, 8106, 11456 ns/op
Iteration   4: n = 38496, mean = 3273 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3188, 3280, 3292, 3300, 3312, 3408, 8282, 12384 ns/op
Iteration   5: n = 38479, mean = 3275 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3184, 3280, 3296, 3300, 3312, 3404, 8611, 10224 ns/op

# Run progress: 80.00% complete, ETA 00:00:32
# Fork: 9 of 10
# Warmup Iteration   1: n = 7248, mean = 137257 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 14992, 35904, 80000, 133120, 429599, 21381579, 40632320, 40632320 ns/op
# Warmup Iteration   2: n = 24737, mean = 16614 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3056, 3180, 6848, 8800, 10880, 96638, 32204004, 43450368 ns/op
# Warmup Iteration   3: n = 27933, mean = 3696 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3048, 3124, 3144, 3152, 3204, 5403, 113945, 15466496 ns/op
# Warmup Iteration   4: n = 20002, mean = 3131 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3048, 3128, 3140, 3144, 3156, 5160, 6280, 8352 ns/op
# Warmup Iteration   5: n = 19798, mean = 3130 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3044, 3128, 3144, 3144, 3152, 3327, 7997, 10960 ns/op
Iteration   1: n = 20417, mean = 3131 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3044, 3128, 3144, 3144, 3152, 5071, 9594, 10864 ns/op
Iteration   2: n = 20290, mean = 3129 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3044, 3128, 3140, 3144, 3160, 3296, 6925, 8496 ns/op
Iteration   3: n = 20451, mean = 3128 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3048, 3128, 3140, 3144, 3176, 3332, 5600, 5608 ns/op
Iteration   4: n = 20535, mean = 3129 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3044, 3128, 3140, 3144, 3168, 3363, 5694, 8784 ns/op
Iteration   5: n = 20452, mean = 3128 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3044, 3128, 3140, 3144, 3160, 3480, 6149, 8112 ns/op

# Run progress: 90.00% complete, ETA 00:00:16
# Fork: 10 of 10
# Warmup Iteration   1: n = 7191, mean = 137762 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 19776, 38080, 83200, 135424, 429466, 21952201, 50135040, 50135040 ns/op
# Warmup Iteration   2: n = 23306, mean = 22821 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3080, 3208, 5896, 7592, 12832, 134990, 39327295, 43974656 ns/op
# Warmup Iteration   3: n = 15090, mean = 7053 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3044, 3120, 3144, 3324, 3400, 6188, 21416523, 24018944 ns/op
# Warmup Iteration   4: n = 19000, mean = 3130 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3044, 3124, 3136, 3140, 3148, 5320, 12270, 12400 ns/op
# Warmup Iteration   5: n = 18932, mean = 3938 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3048, 3124, 3136, 3140, 3148, 3433, 1670069, 15302656 ns/op
Iteration   1: n = 20163, mean = 3177 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3048, 3128, 3140, 3140, 3156, 5311, 11416, 944128 ns/op
Iteration   2: n = 20319, mean = 3127 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3048, 3124, 3140, 3140, 3148, 3373, 8444, 8576 ns/op
Iteration   3: n = 20577, mean = 3127 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3048, 3124, 3140, 3140, 3148, 3332, 5636, 9120 ns/op
Iteration   4: n = 20585, mean = 3127 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3044, 3124, 3140, 3140, 3148, 3357, 5922, 9056 ns/op
Iteration   5: n = 20578, mean = 3127 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 3048, 3124, 3136, 3140, 3148, 3461, 8751, 9088 ns/op

Result "twire8bit":
  3254.959 ±(99.9%) 66.100 ns/op [Average]
  (min, avg, max) = (2716.000, 3254.959, 16007168.000), stdev = 26054.197
  CI (99.9%): [3188.859, 3321.059] (assumes normal distribution)
  Samples, N = 1682242
        mean =   3254.959 ±(99.9%) 66.100 ns/op
         min =   2716.000 ns/op
  p( 0.0000) =   2716.000 ns/op
  p(50.0000) =   3192.000 ns/op
  p(90.0000) =   3280.000 ns/op
  p(95.0000) =   3288.000 ns/op
  p(99.0000) =   3304.000 ns/op
  p(99.9000) =   3520.000 ns/op
  p(99.9900) =   6517.234 ns/op
  p(99.9990) =  14744.075 ns/op
  p(99.9999) = 16007168.000 ns/op
         max = 16007168.000 ns/op

# Run complete. Total time: 00:02:44

Benchmark         Mode      Cnt     Score    Error  Units
Main.twire8bit  sample  1682242  3254.959 ± 66.100  ns/op
